Product Name,Price,Color,Image URLs,Highlights,Specifications,Selling Point
"Women's White Floral Knit Slip-On Sneakers – Breathable Lightweight Walking Shoes with Rhinestone Accents for Casual Wear, Travel, and Spring Outfits",$29.99,,"https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/lhscxw1698501103892.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/xbfabr1698501102252.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202310/bps/product/inc/mkwpdz1698501105260.jpg","['[Product Highlights]', '', ""[Fabric]: Crafted from a breathable flyknit fabric, these sneakers offer a soft and flexible fit for ultimate comfort throughout the day. The upper material combines a lightweight and airy feel that's perfect for active lifestyles."", '', '[Style]: Designed as stylish slip-ons, these sporty and casual sneakers feature a colorful floral graphic printed over a crisp white base, adding a vibrant touch to your wardrobe. The flat heel design ensures everyday comfort and ease.', '', '[Design Highlights]: Embellished with sparkling rhinestones and glitter, these sneakers boast intricate detailing that adds an elegant and eye-catching sparkle to every step. The combination of rhinestones and metallic accents transforms a functional shoe into a fashionable statement piece.', '', '[Occasions]: Ideal for a wide range of activities, these sneakers are perfect for running, walking, daily errands, and casual outings. Their versatile style makes them suitable for parties, outdoor adventures, and everyday wear, combining functionality with trendy flair.', '', '[Size Range]: Available in a variety of sizes to accommodate different preferences, including US sizes 5.5 to 10.5. These sneakers are designed to fit comfortably across a range of foot sizes, ensuring the perfect fit for a broad audience.']",,
"Women's Halloween Slip-On Sneakers – Black Flyknit Comfort Shoes with Vampire Lips and Skull Print for Costume Parties, Trick-or-Treating and Casual Fall Wear Sarah Richter",$34.99,Dark Grey,"https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/rrjplv1751006278036.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/truygd1751006277000.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/gygtgy1751006272499.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/eefgst1751006275079.jpg","['- Crafted with Tissage Volant material for a luxurious feel', '- Classic round toe design for a timeless look', '- Closed toe for added comfort and protection', '- Outsole made of durable EVA for long-lasting wear']",,
"Women's Halloween Slip-On Sneakers – Black Flyknit Comfort Shoes with Vampire Lips and Skull Print for Costume Parties, Trick-or-Treating and Casual Fall Wear Sarah Richter",$34.99,Rose Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/rrjplv1751006278036.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/truygd1751006277000.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/gygtgy1751006272499.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/eefgst1751006275079.jpg","['- Crafted with Tissage Volant material for a luxurious feel', '- Classic round toe design for a timeless look', '- Closed toe for added comfort and protection', '- Outsole made of durable EVA for long-lasting wear']",,
"Women's Halloween Slip-On Sneakers – Black Flyknit Comfort Shoes with Vampire Lips and Skull Print for Costume Parties, Trick-or-Treating and Casual Fall Wear Sarah Richter",$34.99,Khaki,"https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/rrjplv1751006278036.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/truygd1751006277000.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/gygtgy1751006272499.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/eefgst1751006275079.jpg","['- Crafted with Tissage Volant material for a luxurious feel', '- Classic round toe design for a timeless look', '- Closed toe for added comfort and protection', '- Outsole made of durable EVA for long-lasting wear']",,
"Women's Halloween Slip-On Sneakers – Black Flyknit Comfort Shoes with Vampire Lips and Skull Print for Costume Parties, Trick-or-Treating and Casual Fall Wear Sarah Richter",$34.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/rrjplv1751006278036.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/truygd1751006277000.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/gygtgy1751006272499.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202506/bps/product/inc/eefgst1751006275079.jpg","['- Crafted with Tissage Volant material for a luxurious feel', '- Classic round toe design for a timeless look', '- Closed toe for added comfort and protection', '- Outsole made of durable EVA for long-lasting wear']",,
Kid's Boys' Girls' Backpack School Bag Bookbag School Backpack Bookbag School Cartoon Oxford Adjustable Large Capacity Waterproof Zipper Print Black Pink Blue,$26.99,Purple,"https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/qzpomr1752486609347.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/milceq1752486610088.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/fvjesa1752486610949.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/yufhqx1752486611578.jpg",,"[""Gender: Boys', Girls', Kid's"", 'Type: School Bag Bookbag, School Backpack Bookbag', 'Material: Oxford', 'Embellishment: Zipper, Print', 'Pattern: Cartoon', 'Occasion: School', 'Function: Waterproof, Lightweight, Large Capacity, Adjustable', 'Category: Backpack']",
Kid's Boys' Girls' Backpack School Bag Bookbag School Backpack Bookbag School Cartoon Oxford Adjustable Large Capacity Waterproof Zipper Print Black Pink Blue,$26.99,Blue,"https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/qzpomr1752486609347.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/milceq1752486610088.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/fvjesa1752486610949.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/yufhqx1752486611578.jpg",,"[""Gender: Boys', Girls', Kid's"", 'Type: School Bag Bookbag, School Backpack Bookbag', 'Material: Oxford', 'Embellishment: Zipper, Print', 'Pattern: Cartoon', 'Occasion: School', 'Function: Waterproof, Lightweight, Large Capacity, Adjustable', 'Category: Backpack']",
Kid's Boys' Girls' Backpack School Bag Bookbag School Backpack Bookbag School Cartoon Oxford Adjustable Large Capacity Waterproof Zipper Print Black Pink Blue,$26.99,Black,"https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/qzpomr1752486609347.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/milceq1752486610088.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/fvjesa1752486610949.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/yufhqx1752486611578.jpg",,"[""Gender: Boys', Girls', Kid's"", 'Type: School Bag Bookbag, School Backpack Bookbag', 'Material: Oxford', 'Embellishment: Zipper, Print', 'Pattern: Cartoon', 'Occasion: School', 'Function: Waterproof, Lightweight, Large Capacity, Adjustable', 'Category: Backpack']",
Kid's Boys' Girls' Backpack School Bag Bookbag School Backpack Bookbag School Cartoon Oxford Adjustable Large Capacity Waterproof Zipper Print Black Pink Blue,$26.99,Pink,"https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/qzpomr1752486609347.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/milceq1752486610088.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/fvjesa1752486610949.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202507/bps/product/inc/yufhqx1752486611578.jpg",,"[""Gender: Boys', Girls', Kid's"", 'Type: School Bag Bookbag, School Backpack Bookbag', 'Material: Oxford', 'Embellishment: Zipper, Print', 'Pattern: Cartoon', 'Occasion: School', 'Function: Waterproof, Lightweight, Large Capacity, Adjustable', 'Category: Backpack']",
"Vintage Rose Stained Glass Crossbody Bag - Gothic Floral Print Shoulder Bag for Women, Ideal for Everyday and Special Occasions",$19.99,Red,"https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/wwxdaz1701772142415.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/rrrumx1701772143680.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/tthsxp1701772144834.jpg,https://litb-cgis.rightinthebox.com/images/170x170/202312/bps/product/inc/duuhnw1701772146061.jpg",,"[""Gender: Women's"", 'Type: Fluffy Bag', 'Material: Polyester', 'Embellishment: Print', 'Pattern: Rose', 'Occasion: Shopping, Holiday, Daily', 'Width (cm): 4', 'Length (cm): 25', 'Height (cm): 28', 'Function: Lightweight, Large Capacity, Durable', 'Category: Shoulder Bag, Crossbody Bag']",
